Player,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S,Age,MP,Goals,Assists,xGp90,xAp90,ChCr,YC,RC,Tackles,Pressures,Position,Value
Fouad Chafik,1,23,25,22,9,8,8,2,8,3,2,2,2,2,1,3,1,0,2,0,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,
Etienne Didot,1,24,29,36,6,9,2,3,12,2,0,5,5,0,2,3,2,0,0,0,0,0,0,0,0,0,5,0,1,,,,,,,,,,,,,
Neymar da Silva Santos Junior,1,14,32,26,17,9,2,1,12,2,6,4,2,2,1,2,3,0,1,0,1,1,0,2,2,1,3,8,9,,,,,,,,,,,,,
Marcus Thuram,1,10,25,20,5,4,0,0,2,2,0,1,1,2,2,1,3,1,0,2,0,1,0,0,0,2,0,4,7,,,,,,,,,,,,,
Lucas Pedro Alves De Lima,1,27,52,27,10,19,16,6,8,8,4,6,1,0,3,1,3,1,2,2,0,4,0,2,1,0,8,2,1,,,,,,,,,,,,,
Anton Ciprian Tatarusanu,0,18,17,17,3,6,4,2,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Yacine Bammou,1,11,9,8,3,3,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,1,3,,,,,,,,,,,,,
Samuel Moutoussamy,0,4,3,4,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,,,,,,,,,,,,,
Lucas Ariel Ocampos,1,20,22,22,3,6,2,3,1,2,0,2,1,0,2,2,3,0,2,0,0,0,0,0,1,1,5,1,5,,,,,,,,,,,,,
Remy Cabella,1,21,45,41,15,10,18,3,16,3,2,5,7,6,5,5,2,1,1,0,1,1,0,0,0,0,1,7,2,,,,,,,,,,,,,
Francois Bellugou,1,30,25,44,2,21,4,4,21,3,2,3,4,0,3,0,1,0,2,0,1,1,0,0,0,0,3,1,0,,,,,,,,,,,,,
Jean Michael Seri,1,40,47,57,16,17,14,5,45,1,8,3,1,0,5,4,3,0,1,0,0,1,0,0,1,0,2,7,4,,,,,,,,,,,,,
Charles Traore,1,44,56,39,10,19,2,3,15,2,6,3,5,0,6,5,1,1,2,0,0,2,0,0,0,0,4,0,0,,,,,,,,,,,,,
Hicham Mahou,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Christophe Jallet,1,14,15,15,3,10,12,3,10,1,2,0,3,0,2,0,0,0,0,0,1,1,1,0,0,0,1,1,1,,,,,,,,,,,,,
Alois Confais,1,7,6,9,5,2,2,0,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Christ Emmanuel Faitout Maouassa,1,2,11,7,1,2,0,0,4,0,0,0,2,0,1,3,1,1,0,0,0,1,0,0,0,0,1,2,1,,,,,,,,,,,,,
Edson Andre Sitoe,0,17,8,12,0,12,0,1,7,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kenny Tete,1,29,32,19,4,13,2,1,7,1,2,6,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,1,0,,,,,,,,,,,,,
Yves Bissouma,1,34,20,36,10,15,4,4,11,0,4,3,3,0,3,0,1,1,0,0,0,3,0,0,0,0,3,2,3,,,,,,,,,,,,,
Jeremy Grimm,1,11,15,13,2,7,4,2,7,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,2,1,2,,,,,,,,,,,,,
Yannick Cahuzac,0,23,8,20,4,13,6,5,9,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,
Ola Toivonen,0,10,15,12,0,2,0,0,6,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,4,,,,,,,,,,,,,
Clement Michelin,0,2,5,2,0,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Alban Lafont,1,15,17,22,5,8,2,2,10,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,0,,,,,,,,,,,,,
Giovanni-Guy Yann Sio,1,19,30,22,7,4,4,3,8,2,4,3,1,0,1,2,1,0,0,0,0,1,1,0,0,0,2,8,10,,,,,,,,,,,,,
Ruben Aguilar,1,36,49,46,17,19,18,4,13,1,10,4,1,2,3,8,3,1,1,0,0,1,0,0,0,0,4,4,1,,,,,,,,,,,,,
Nicolas Pepe,1,22,31,27,7,13,2,2,6,1,2,12,2,2,1,5,4,0,1,0,0,1,0,0,0,0,3,6,6,,,,,,,,,,,,,
Youssef Ait Bennasser,1,28,27,44,7,13,12,4,27,6,0,1,2,0,3,3,3,1,1,2,0,2,1,0,1,0,2,0,3,,,,,,,,,,,,,
Kouakou Herve Koffi,1,2,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Imad Faraj,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,,,,,,,,,,,,,
Mouctar Diakhaby,0,14,11,11,3,5,0,2,8,1,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Bouna Sarr,1,35,32,21,6,11,18,3,13,1,2,1,0,0,4,4,0,1,1,0,0,0,0,0,0,0,6,3,0,,,,,,,,,,,,,
Jordan Amavi,1,29,27,19,8,18,4,4,14,2,0,2,2,0,1,1,3,1,1,2,0,1,0,0,0,0,3,1,1,,,,,,,,,,,,,
Matheus Doria Macedo,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ablie Jallow,0,2,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Carlos Miguel Ribeiro Dias,0,10,14,8,2,3,0,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,,
Danijel Subasic,1,15,20,9,0,11,2,4,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Rachid Ghezzal,1,16,23,19,6,3,6,0,2,2,2,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,2,2,,,,,,,,,,,,,
Matthieu Udol,1,5,6,3,0,5,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Facundo Julian Piriz Gonzalez,1,19,5,19,4,6,2,2,12,1,0,4,1,2,1,1,2,0,2,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,
Keagan Dolly,1,9,18,17,3,9,0,1,3,0,0,3,4,4,2,0,0,0,0,0,0,0,0,2,0,0,1,3,2,,,,,,,,,,,,,
Wesley Sneijder,1,2,6,4,1,2,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,
Mario  Barwuah Balotelli,1,10,26,15,6,9,2,1,4,0,0,5,2,0,2,3,4,1,0,4,0,0,0,0,0,1,4,2,3,,,,,,,,,,,,,
Issa Diop,1,48,22,27,4,26,8,5,19,1,2,2,1,0,5,0,0,0,3,0,0,1,0,0,0,0,5,2,1,,,,,,,,,,,,,
Max-Alain Gradel,1,10,62,29,7,9,6,1,9,3,2,5,4,6,2,8,2,1,2,0,0,0,0,0,1,0,4,5,9,,,,,,,,,,,,,
Julian Draxler,1,19,23,33,7,7,6,2,15,4,4,7,7,0,3,0,5,3,0,0,1,0,1,0,1,1,6,5,2,,,,,,,,,,,,,
Giovani Lo Celso,1,32,36,34,15,22,8,5,12,2,6,10,3,0,5,2,3,1,0,0,0,2,0,0,0,0,10,4,5,,,,,,,,,,,,,
Morgan Amalfitano,1,8,9,8,4,3,0,1,3,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,4,0,1,,,,,,,,,,,,,
Julien Ielsch,1,13,9,12,2,2,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Moussa Konate,1,10,22,24,6,4,0,2,3,1,0,2,2,0,0,3,0,1,1,0,0,0,1,0,0,1,2,2,6,,,,,,,,,,,,,
Hernani Azevedo Junior,1,7,7,13,0,6,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,2,,,,,,,,,,,,,
Andrei Girotto,1,22,16,15,7,10,6,3,12,1,0,6,2,0,3,3,3,0,0,0,0,1,0,0,0,0,2,1,5,,,,,,,,,,,,,
David Alcibiade,0,2,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Anthony Walongwa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Bryan Pele,1,12,17,15,5,6,2,2,6,2,0,7,1,0,2,3,1,0,0,0,0,1,0,0,0,0,0,4,2,,,,,,,,,,,,,
Jonathan Tinhan,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Najib Gandi,0,2,2,1,1,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
Mariusz Stepinski,0,8,4,7,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,
Wilfride Kanga Aka,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
Miguel Angelo da Silva Rocha,1,19,24,22,5,11,2,2,12,0,2,2,0,0,0,1,1,0,2,1,0,0,0,0,0,0,2,2,4,,,,,,,,,,,,,
Otavio Henrique Passos Santos,1,31,16,26,4,13,0,4,23,2,0,5,3,2,1,2,1,1,0,0,0,0,0,0,1,0,3,0,2,,,,,,,,,,,,,
Emmanuel Imorou,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Brian Leonel Fernandez,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Julio Tavares,0,19,22,19,0,5,0,0,7,2,0,3,1,0,2,2,2,1,0,0,0,2,0,0,0,0,1,2,4,,,,,,,,,,,,,
Salomon Junior Sambia,1,25,18,25,8,12,2,2,8,1,4,5,2,0,4,4,2,0,0,0,0,0,0,0,1,0,2,1,2,,,,,,,,,,,,,
Martin Terrier,1,12,19,20,7,4,0,0,6,3,2,4,1,0,2,3,2,0,0,0,0,0,0,0,0,0,4,6,7,,,,,,,,,,,,,
Jonathan Martins-Pereira,1,14,26,23,6,7,2,2,6,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,
Nicolas Benezet,1,25,44,36,11,6,4,4,16,0,4,5,6,0,2,5,3,0,0,1,1,2,0,0,0,1,3,7,4,,,,,,,,,,,,,
Tomas Hubocan,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Gregory Sertic,1,8,3,6,0,3,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,
Ferland Mendy,1,37,28,34,3,13,14,6,16,5,0,4,0,4,3,3,2,0,0,0,0,3,1,2,0,1,0,4,2,,,,,,,,,,,,,
Kalifa Coulibaly,1,2,5,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
Myziane Maolida,1,2,5,2,1,1,0,0,1,0,0,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,,,,,
Yassine El Ghanassy,0,4,12,10,4,4,2,1,6,2,2,2,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,2,,,,,,,,,,,,,
Houssem Aouar,1,45,37,40,11,11,10,3,16,1,2,9,3,4,3,2,5,0,1,0,1,4,0,0,0,1,5,9,6,,,,,,,,,,,,,
Thomas Meunier,1,22,22,24,3,16,6,3,8,1,4,1,3,2,2,3,0,0,3,0,0,0,1,0,0,0,2,4,2,,,,,,,,,,,,,
Vincent Pajot,1,17,7,18,1,15,2,1,13,1,4,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,2,3,,,,,,,,,,,,,
Yuri Berchiche Izeta,1,32,25,21,6,16,2,1,8,6,6,4,1,0,2,1,1,0,3,0,0,0,1,2,0,0,3,4,1,,,,,,,,,,,,,
Leo Lacroix,1,7,3,7,2,6,6,1,3,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
Rais M'Bolhi Ouhab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nicolas Janvier,0,1,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Papiss Mison Djilobodji,1,50,44,39,8,24,4,5,17,0,4,3,1,0,1,1,2,0,1,0,0,3,1,0,1,0,1,2,1,,,,,,,,,,,,,
Jan Repas,1,5,14,11,2,3,2,0,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,1,,,,,,,,,,,,,
Dylan Bahamboula,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Christopher Martins Pereira,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Felix Eboa Eboa,1,24,11,18,4,15,4,4,12,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
Wahbi Khazri,1,12,22,18,8,10,4,0,7,4,2,2,2,0,0,4,1,0,1,0,0,0,1,0,1,0,2,2,4,,,,,,,,,,,,,
Aymen Abdennour,1,9,4,5,0,4,0,1,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Tomas Koubek,1,10,13,9,3,5,0,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Gerzino Nyamsi,0,1,3,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sanjin Prcic,1,37,23,31,3,14,10,1,12,1,4,2,1,0,2,0,0,0,1,0,0,2,0,0,0,0,2,1,0,,,,,,,,,,,,,
Emmanuel Riviere,0,16,15,30,5,8,2,2,14,1,0,2,2,0,2,2,2,1,2,0,0,2,1,0,0,0,2,3,10,,,,,,,,,,,,,
Mathieu Dossevi,1,12,51,35,10,9,4,1,13,0,0,4,2,4,0,12,2,2,0,0,0,4,0,0,0,0,4,9,4,,,,,,,,,,,,,
Eiji Kawashima,1,9,16,14,1,5,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Christopher Nkunku,1,5,6,7,2,3,0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,2,,,,,,,,,,,,,
Vitorino Hilton da Silva,1,32,38,31,1,23,2,8,12,0,0,0,2,0,5,0,0,0,0,0,0,3,0,0,1,0,2,2,1,,,,,,,,,,,,,
Marlon Santos da Silva Barbosa,1,30,13,25,3,16,10,4,17,2,2,0,4,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ignatius Kpene Ganago,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
Stevan Jovetic,1,7,13,15,1,2,0,0,3,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,5,,,,,,,,,,,,,
Nampalys Mendy,1,14,12,21,5,6,8,0,11,2,0,0,1,0,0,0,2,0,1,0,0,3,0,0,0,1,0,0,0,,,,,,,,,,,,,
Abdoulaye Bamba,1,12,22,19,0,9,6,2,15,1,2,1,5,2,3,0,0,0,1,0,0,2,1,0,1,0,4,1,0,,,,,,,,,,,,,
Mehdi Jean Tahrat,0,7,3,2,3,2,0,1,4,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Serge Gakpe,1,12,27,23,1,3,4,1,12,2,0,1,0,0,1,2,1,1,0,0,0,3,0,0,0,1,1,4,1,,,,,,,,,,,,,
Bongani Zungu,1,45,28,39,5,15,8,3,21,3,2,1,0,0,1,1,1,0,2,0,1,0,0,0,0,0,3,2,2,,,,,,,,,,,,,
Jeremy Blayac,1,2,18,10,2,1,2,0,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,
Gilbert Gianelli Imbula Wanga,1,31,30,52,13,15,6,0,19,2,0,8,2,0,3,1,7,1,1,0,0,1,0,0,0,0,2,5,1,,,,,,,,,,,,,
Yohann Pele,0,0,3,5,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lacina Traore,1,4,7,11,1,0,2,0,4,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Nathan Allan de Souza,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kevin Monnet-Paquet,1,17,21,22,11,7,4,0,7,0,0,2,2,0,0,3,1,1,0,0,0,0,2,0,0,0,3,3,0,,,,,,,,,,,,,
Fares Bahlouli,1,2,1,1,4,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,
Diego Benaglio,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Bakary Kone,1,35,24,26,5,15,6,3,18,1,0,1,1,0,2,1,2,0,1,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,
Ernest Seka,1,35,28,31,12,10,8,5,13,3,6,5,2,0,1,1,2,0,2,0,0,2,0,0,0,0,2,5,0,,,,,,,,,,,,,
Keita Balde Diao,1,7,16,9,3,5,0,2,7,0,0,1,1,0,1,3,2,1,2,0,0,0,1,0,0,0,1,1,5,,,,,,,,,,,,,
Soualiho Meite,1,15,26,33,5,13,6,4,10,0,0,5,2,0,1,1,1,0,2,2,0,2,0,0,0,0,2,4,1,,,,,,,,,,,,,
Issiaga Sylla,1,19,21,23,6,11,2,3,9,5,0,1,2,2,2,2,3,1,2,0,0,0,0,0,0,0,4,4,2,,,,,,,,,,,,,
Hyun-Jun Suk,1,6,17,3,3,3,0,1,2,0,0,1,2,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,,,,,,,,,,,,,
Danilo Fernando Avelar,1,24,27,15,3,7,0,3,10,1,2,4,2,0,1,0,0,1,2,0,0,0,0,0,0,0,1,2,2,,,,,,,,,,,,,
Almamy Toure,1,15,19,27,6,4,2,1,4,2,2,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Clement Grenier,1,22,35,20,5,8,6,1,10,2,0,1,2,2,2,1,1,1,0,0,0,2,0,0,0,0,4,4,0,,,,,,,,,,,,,
Driss Khalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jimmy Giraudon,1,37,27,22,0,19,8,3,12,3,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Alexander  Toft Sderlund,0,1,5,2,1,1,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,
Enock Kwateng,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Rene Krhin,1,21,19,13,5,6,10,3,13,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,,,,,,,,,,,,,
Quentin Cornette,1,6,9,5,2,2,2,0,2,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,,,,,,,,,,,,,
Yaya Sanogo,1,9,18,12,2,2,0,1,3,2,0,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,1,1,10,,,,,,,,,,,,,
Igor Lewczuk,1,6,2,5,0,2,0,2,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
Michael Jordan Nkololo,1,2,6,6,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,,,,,,,,,,,,,
Jeremy Cordoval,1,9,8,14,0,7,2,1,4,1,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Mathieu Michel,0,4,2,3,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Franck Tabanou,1,23,15,7,1,5,2,3,5,4,0,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,,,,,,,,,,,,,
Afonso Mendes Ribeiro Figueiredo,1,3,2,4,2,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Chaouki Ben Saada,0,1,6,8,1,1,0,2,2,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,
Adama Traore,0,4,2,2,0,2,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Mapou Yanga-Mbiwa,1,5,0,7,1,4,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Gabriel Boschilia,0,3,3,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,
Lilian Fournier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Konstantinos Mitroglou,1,6,4,6,2,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,,,,,,,,,,,,,
Saliou Ciss,1,1,4,1,0,1,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Mehdi Abeid,1,22,10,22,2,12,2,5,13,3,2,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0,1,1,1,,,,,,,,,,,,,
Andrea Raggi,1,15,18,14,6,11,4,4,2,2,0,3,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Baissama Sankoh,0,28,12,16,2,11,2,4,9,1,2,2,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3,0,,,,,,,,,,,,,
Arnaud Lusamba,0,1,3,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Hamza Mendyl,1,10,10,9,2,3,0,0,7,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Boubacar Kamara,0,3,2,7,1,4,2,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Vincent Thill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Brandon Thomas Llamas,1,3,9,5,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
Jeremy Gelin,1,46,30,32,3,15,12,4,24,1,0,3,1,0,2,0,3,0,0,0,0,1,0,0,0,0,2,3,0,,,,,,,,,,,,,
Patrick Burner,1,14,7,9,4,11,2,1,6,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Walter Daniel Benitez,1,8,8,15,0,5,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Cheikh M'Bengue,0,4,5,3,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Ismael Tiemoko Diomande,1,10,5,9,3,6,2,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,
Jessy Deminguet,0,3,9,5,0,1,0,1,3,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,
Nicolas Basin,1,4,4,1,0,3,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Boubakary Soumare,1,4,4,13,0,4,0,0,9,0,2,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,
Morgan Poaty,1,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Milan Gajic,1,4,6,5,2,1,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Romain Danze,1,7,12,14,3,5,4,3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,
Florentin Pogba,1,5,9,4,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Vincent Nogueira,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sekou Baradji,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Olivier Verdon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nicolas Louis Marcel Cozza,1,7,8,6,1,9,4,0,5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Amine Gouiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Mehdi Zeffane,1,10,18,18,3,5,0,3,5,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,4,,,,,,,,,,,,,
Yoann  Gourcuff,0,7,8,5,1,1,0,0,3,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
