"","passportArea.name","passportArea.id","passportArea.alpha3code","passportArea.alpha2code","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role.code2","role.code3","role.name","birthArea.name","birthArea.id","birthArea.alpha3code","birthArea.alpha2code","wyId","foot","shortName","currentNationalTeamId"
"429","Brazil","76","BRA","BR","78","Danilo Luiz","","da Silva","1625","1991-07-15","184","DF","DEF","Defender","Brazil","76","BRA","BR","70083","right","Danilo","6380"
"430","Brazil","76","BRA","BR","75","Alex Sandro","","Lobo Silva","3159","1991-01-26","180","DF","DEF","Defender","Brazil","76","BRA","BR","70084","left","Alex Sandro",NA
"431","Argentina","32","ARG","AR","81","Nicol\u00e1s Hern\u00e1n","","Otamendi","1625","1988-02-12","183","DF","DEF","Defender","Argentina","32","ARG","AR","70086","right","N. Otamendi","12274"
"432","Portugal","620","PRT","PT","77","Rolando Jorge","","Pires da Fonseca","3771","1985-08-31","189","DF","DEF","Defender","Cape Verde Islands","132","CPV","CV","70088","right","Rolando",NA
"433","Romania","642","ROU","RO","81","Ionu\u021b Cristian","","S\u0103punaru","4510","1984-04-05","187","DF","DEF","Defender","Romania","642","ROU","RO","70090","right","C. S\u0103punaru",NA
"434","Portugal","620","PRT","PT","61","Jo\u00e3o Filipe","","Iria Santos Moutinho","1629","1986-09-08","170","MD","MID","Midfielder","Portugal","620","PRT","PT","70093","right","Jo\u00e3o Moutinho","9905"
"435","Italy","380","ITA","IT","84","Cristian Gabriel","","Rodr\u00edguez Barrotti","15633","1985-09-30","177","MD","MID","Midfielder","Uruguay","858","URY","UY","70095","left","C. Rodr\u00edguez","15670"
"436","Colombia","170","COL","CO","75","James David","","Rodr\u00edguez Rubio","2444","1991-07-12","180","MD","MID","Midfielder","Colombia","170","COL","CO","70096","left","J. Rodr\u00edguez","12430"
"437","Austria","40","AUT","AT","93","Marc","","Janko","6433","1983-06-25","196","FW","FWD","Forward","Austria","40","AUT","AT","70100","left","M. Janko",NA
"438","Spain","724","ESP","ES","90","Ezequiel Marcelo","","Garay","674","1986-10-10","189","DF","DEF","Defender","Argentina","32","ARG","AR","70112","right","E. Garay",NA
"439","Spain","724","ESP","ES","82","Francisco Javier ","","Garc\u00eda Fern\u00e1ndez","684","1987-02-08","186","MD","MID","Midfielder","Spain","724","ESP","ES","70120","right","Javi Garc\u00eda",NA
"440","Slovakia","703","SVK","SK","84","Nemanja","","Mati\u0107","1611","1988-08-01","194","MD","MID","Midfielder","Serbia","688","SRB","RS","70122","left","N. Mati\u0107","17322"
"441","Martinique","474","MTQ","MQ","81","Axel ","","Witsel","2447","1989-01-12","188","MD","MID","Midfielder","Belgium","56","BEL","BE","70123","right","A. Witsel","5629"
"442","Spain","724","ESP","ES","72","Manuel","","Agudo Dur\u00e1n","680","1986-10-15","175","FW","FWD","Forward","Spain","724","ESP","ES","70125","right","Nolito",NA
"443","Spain","724","ESP","ES","73","Sergio","","Mora S\u00e1nchez",NA,"1979-08-30","182","MD","MID","Midfielder","Spain","724","ESP","ES","4593","right","Sergio Mora",NA
"444","Portugal","620","PRT","PT","84","Rui Pedro","","dos Santos Patr\u00edcio","1629","1988-02-15","190","GK","GKP","Goalkeeper","Portugal","620","PRT","PT","70134","left","Rui Patr\u00edcio","9905"
"445","Colombia","170","COL","CO","72","Santiago","","Arias Naranjo","679","1992-01-13","175","DF","DEF","Defender","Colombia","170","COL","CO","70136","right","S. Arias","12430"
"446","Spain","724","ESP","ES","79","Emiliano Adri\u00e1n","","Ins\u00faa Zapata","2445","1989-01-07","180","DF","DEF","Defender","Argentina","32","ARG","AR","70139","left","E. Ins\u00faa",NA
"447","Portugal","620","PRT","PT","80","Daniel Filipe","","Martins Carri\u00e7o","680","1988-08-04","180","DF","DEF","Defender","Portugal","620","PRT","PT","70140","right","Daniel Carri\u00e7o",NA
"448","Peru","604","PER","PE","78","Andr\u00e9 Mart\u00edn","","Carrillo D\u00edaz","16467","1991-06-14","181","MD","MID","Midfielder","Peru","604","PER","PE","70156","right","A. Carrillo","15594"
"449","Italy","380","ITA","IT","80","Tommaso","","Berni","3161","1983-03-06","185","GK","GKP","Goalkeeper","Italy","380","ITA","IT","70161","right","T. Berni",NA
"450","Nigeria","566","NGA","NG","76","Elderson Uwa","","Echiejile",NA,"1988-01-20","185","DF","DEF","Defender","Nigeria","566","NGA","NG","70168","left","E. Echiejile","16823"
"451","Hungary","348","HUN","HU","74","\u00c1d\u00e1m","","Nagy","3166","1995-06-17","178","MD","MID","Midfielder","Hungary","348","HUN","HU","299557","right","\u00c1. Nagy","10451"
"452","Croatia","191","HRV","HR","84","Danijel","","Suba\u0161i\u0107","19830","1984-10-27","191","GK","GKP","Goalkeeper","Croatia","191","HRV","HR","135747","right","D. Suba\u0161i\u0107","9598"
"453","Poland","616","POL","PL","65","Alexander","","Szymanowski","712","1988-10-13","175","MD","MID","Midfielder","Argentina","32","ARG","AR","4683","left","A. Szymanowski",NA
"454","Poland","616","POL","PL","78","Marcel Julian","","Lizak","756","1996-07-15","192","GK","GKP","Goalkeeper","Poland","616","POL","PL","508686","","M. Lizak",NA
"455","Italy","380","ITA","IT","69","Nahitan Michel","","N\u00e1ndez Acosta","12057","1995-12-28","171","MD","MID","Midfielder","Uruguay","858","URY","UY","299618","right","N. N\u00e1ndez","15670"
"456","Croatia","191","HRV","HR","89","Josip","","Elez","2455","1994-04-25","189","DF","DEF","Defender","Croatia","191","HRV","HR","135788","right","J. Elez",NA
"457","Slovenia","705","SVN","SI","84","Jan","","Oblak","679","1993-01-07","189","GK","GKP","Goalkeeper","Slovenia","705","SVN","SI","70273","right","J. Oblak","12046"
"458","Croatia","191","HRV","HR","81","Marko","","Pjaca","3176","1995-05-06","186","FW","FWD","Forward","Croatia","191","HRV","HR","135810","right","M. Pjaca","9598"
"459","Kenya","404","KEN","KE","80","Michael","","Olunga","756","1994-03-26","188","FW","FWD","Forward","Kenya","404","KEN","KE","266885","left","M. Olunga","18402"
"460","Slovenia","705","SVN","SI","68","Jan","","Repas","3783","1997-03-19","171","MD","MID","Midfielder","Slovenia","705","SVN","SI","234138","right","J. Repas","12052"
"461","Mali","466","MLI","ML","72","Adama","","Traor\u00e9","19830","1995-06-28","180","MD","MID","Midfielder","Mali","466","MLI","ML","266917","left","A. Traor\u00e9","19001"
"462","Spain","724","ESP","ES","67","David","","Junc\u00e0 Re\u00f1\u00e9","701","1993-11-16","175","DF","DEF","Defender","Spain","724","ESP","ES","4780","left","David Junc\u00e0",NA
"463","Albania","8","ALB","AL","63","Iv\u00e1n","","Balliu Campeny","3777","1992-01-01","172","DF","DEF","Defender","Spain","724","ESP","ES","4786","right","Iv\u00e1n Balliu","8731"
"464","Spain","724","ESP","ES","76","Carles","","Planas Antol\u00ednez","756","1991-03-04","173","DF","DEF","Defender","Spain","724","ESP","ES","4789","left","Carles Planas",NA
"465","Spain","724","ESP","ES","72","Patricio","","Gabarr\u00f3n Gil","3162","1993-04-17","184","DF","DEF","Defender","Spain","724","ESP","ES","4792","right","Patric",NA
"466","Spain","724","ESP","ES","76","Anaitz","","Arbilla Zabala","701","1987-05-15","178","DF","DEF","Defender","Spain","724","ESP","ES","4805","right","Arbilla",NA
"467","Germany","276","DEU","DE","67","Max ","","Meyer","2449","1995-09-18","173","MD","MID","Midfielder","Germany","276","DEU","DE","134369","right","M. Meyer",NA
"468","Colombia","170","COL","CO","82","Abel Enrique","","Aguilar Tapia","12394","1985-01-06","186","MD","MID","Midfielder","Colombia","170","COL","CO","4814","right","A. Aguilar","12430"
"469","Portugal","620","PRT","PT","74","Pedro Miguel","","Braga Rebocho","3785","1995-01-23","170","DF","DEF","Defender","Portugal","620","PRT","PT","135901","left","Pedro Rebocho",NA
"470","Portugal","620","PRT","PT","68","Marcos Paulo","","Mesquita Lopes","19830","1995-12-28","174","MD","MID","Midfielder","Brazil","76","BRA","BR","135913","left","Rony Lopes",NA
"471","Cape Verde Islands","132","CPV","CV","70","Ricardo Domingos","","Barbosa Pereira","1631","1993-10-06","175","DF","DEF","Defender","Portugal","620","PRT","PT","70381","right","Ricardo Pereira","9905"
"472","Portugal","620","PRT","PT","67","C\u00e9dric Ricardo","","Alves Soares","1619","1991-08-31","172","DF","DEF","Defender","Germany","276","DEU","DE","70389","right","C\u00e9dric Soares","9905"
"473","Portugal","620","PRT","PT","69","Adrien Sebastian","","Perruchet Silva","1631","1989-03-15","175","MD","MID","Midfielder","France","250","FRA","FR","70403","right","Adrien Silva","9905"
"474","Portugal","620","PRT","PT","81","\u00c9derzito Ant\u00f3nio","","Macedo Lopes","13887","1987-12-22","188","FW","FWD","Forward","Guinea-Bissau","624","GNB","GW","70410","right","\u00c9der",NA
"475","Spain","724","ESP","ES","64","Carles","","Gil de Pareja Vicent","677","1992-11-22","171","MD","MID","Midfielder","Spain","724","ESP","ES","4879","left","Carles Gil",NA
"476","Spain","724","ESP","ES","66","Jos\u00e9 Luis","","Gay\u00e1 Pe\u00f1a","674","1995-05-25","172","DF","DEF","Defender","Spain","724","ESP","ES","4892","left","Jos\u00e9 Gay\u00e1",NA
"477","Spain","724","ESP","ES","67","Jozabed","","S\u00e1nchez Ruiz","692","1991-03-08","180","MD","MID","Midfielder","Spain","724","ESP","ES","4911","right","Jozabed",NA
"478","Portugal","620","PRT","PT","67","Luis Carlos","","Correia Pinto","677","1985-05-05","171","DF","DEF","Defender","Portugal","620","PRT","PT","70451","left","Luisinho",NA
"479","Egypt","818","EGY","EG","72","Ramadan","","Sobhi","1673","1997-01-23","183","MD","MID","Midfielder","Egypt","818","EGY","EG","332605","right","Ramadan Sobhi","16129"
"480","Spain","724","ESP","ES","76","David Sim\u00f3n","","Rodr\u00edguez Santana","714","1989-12-31","179","DF","DEF","Defender","Spain","724","ESP","ES","4936","right","David Sim\u00f3n",NA
"481","Bosnia-Herzegovina","70","BIH","BA","66","Mijat","","Ga\u0107inovi\u0107","2462","1995-02-08","175","MD","MID","Midfielder","Serbia","688","SRB","RS","136011","right","M. Ga\u0107inovi\u0107",NA
"482","Morocco","504","MAR","MA","73","Yassine","","El Ghanassy","3770","1990-07-12","173","MD","MID","Midfielder","Belgium","56","BEL","BE","37714","right","Y. El Ghanassy",NA
"483","Belgium","56","BEL","BE","78","Cheikhou","","Kouyat\u00e9","1628","1989-12-21","193","MD","MID","Midfielder","Senegal","686","SEN","SN","37725","right","C. Kouyat\u00e9","19314"
"484","Italy","380","ITA","IT","74","Lucas Rodrigo","","Biglia","3157","1986-01-30","178","MD","MID","Midfielder","Argentina","32","ARG","AR","37732","right","L. Biglia","12274"
"485","Belgium","56","BEL","BE","79","Guillaume","","Gillet","12509","1984-03-09","186","MD","MID","Midfielder","Belgium","56","BEL","BE","37734","right","G. Gillet",NA
"486","Spain","724","ESP","ES","69","Pedro Tanaus\u00fa","","Dom\u00ednguez Placeres","714","1990-09-20","169","MD","MID","Midfielder","Spain","724","ESP","ES","4969","right","Tana",NA
"487","Portugal","620","PRT","PT","82","Paulo Andr\u00e9","","Rodrigues de Oliveira","701","1991-01-08","187","DF","DEF","Defender","Portugal","620","PRT","PT","70507","right","Paulo Oliveira",NA
"488","Congo DR","180","COD","CD","77","Jordan Zacharie","","Lukaku Menama Mokelenge","3162","1994-07-25","183","DF","DEF","Defender","Belgium","56","BEL","BE","37745","left","J. Lukaku",NA
"489","Czech Republic","203","CZE","CZ","73","Patrik","","Schick","3158","1996-01-24","186","FW","FWD","Forward","Czech Republic","203","CZE","CZ","234359","left","P. Schick","11555"
"490","Colombia","170","COL","CO","76","Roger Beyker","","Mart\u00ednez Tobinson","682","1994-06-23","180","FW","FWD","Forward","Colombia","170","COL","CO","267134","right","R. Mart\u00ednez",NA
"491","Netherlands","528","NLD","NL","81","Rick","","van Drongelen","2450","1998-12-20","185","DF","DEF","Defender","Netherlands","528","NLD","NL","365441","left","R. van Drongelen","670"
"492","Portugal","620","PRT","PT","83","William","","Silva de Carvalho","684","1992-04-07","187","MD","MID","Midfielder","Angola","24","AGO","AO","37762","right","William Carvalho","9905"
"493","Bosnia-Herzegovina","70","BIH","BA","61","Danijel","","Mili\u010devi\u0107","3777","1986-01-05","171","MD","MID","Midfielder","Switzerland","756","CHE","CH","37796","right","D. Mili\u010devi\u0107","10001"
"494","Spain","724","ESP","ES","74","Gabriel","","Fern\u00e1ndez Arenas","679","1983-07-10","181","MD","MID","Midfielder","Spain","724","ESP","ES","3441","right","Gabi",NA
"495","Italy","380","ITA","IT","75","Christian","","Dell'Orco","3315","1994-02-10","183","DF","DEF","Defender","Italy","380","ITA","IT","267185","left","C. Dell'Orco",NA
"496","Belgium","56","BEL","BE","82","Thomas","","Meunier","3767","1991-09-12","190","DF","DEF","Defender","Belgium","56","BEL","BE","37824","right","T. Meunier","5629"
"497","Colombia","170","COL","CO","77","Carlos Arturo","","Bacca Ahumada","682","1986-09-08","181","FW","FWD","Forward","Colombia","170","COL","CO","37831","right","C. Bacca","12430"
"498","Belgium","56","BEL","BE","63","Maxime","","Lestienne","683","1992-06-17","176","MD","MID","Midfielder","Belgium","56","BEL","BE","37836","left","M. Lestienne",NA
"499","Japan","392","JPN","JP","74","Eiji","","Kawashima",NA,"1983-03-20","185","GK","GKP","Goalkeeper","Japan","392","JPN","JP","37896","right","E. Kawashima","12913"
"500","Honduras","340","HND","HN","79","Anthony Rub\u00e9n","","Lozano Col\u00f3n","756","1993-04-25","183","FW","FWD","Forward","Honduras","340","HND","HN","5147","right","Choco Lozano",NA
"501","Croatia","191","HRV","HR","65","Alen","","Halilovi\u0107","714","1996-06-18","170","MD","MID","Midfielder","Croatia","191","HRV","HR","234527","left","A. Halilovi\u0107",NA
"502","Croatia","191","HRV","HR","76","Stipe","","Perica","3163","1995-07-07","192","FW","FWD","Forward","Croatia","191","HRV","HR","234533","right","S. Perica",NA
"503","Spain","724","ESP","ES","76","Diego","","Rico Salguero","712","1993-02-23","183","DF","DEF","Defender","Spain","724","ESP","ES","169002","left","Diego Rico",NA
"504","Dominican Republic","214","DOM","DO","75","Mariano","","D\u00edaz Mej\u00eda","3766","1993-08-01","182","FW","FWD","Forward","Spain","724","ESP","ES","5167","right","Mariano D\u00edaz",NA
"505","Mozambique","508","MOZ","MZ","79","Edson Andr\u00e9","","Sitoe","3774","1988-09-08","188","DF","DEF","Defender","Mozambique","508","MOZ","MZ","70711","right","Mexer","18752"
"506","Iceland","352","ISL","IS","80","Alfre\u00f0","","Finnbogason","2481","1989-02-01","184","FW","FWD","Forward","Iceland","352","ISL","IS","37948","right","A. Finnbogason","7839"
"507","Spain","724","ESP","ES","66","Juli\u00e1n Omar","","Ramos Su\u00e1rez",NA,"1988-01-26","175","MD","MID","Midfielder","Spain","724","ESP","ES","5195","left","Omar Ramos",NA
"508","Belgium","56","BEL","BE","74","Stef","","Peeters","3783","1992-02-09","188","MD","MID","Midfielder","Belgium","56","BEL","BE","38015","left","S. Peeters",NA
"509","Belgium","56","BEL","BE","68","Kevin","","De Bruyne","1625","1991-06-28","181","MD","MID","Midfielder","Belgium","56","BEL","BE","38021","right","K. De Bruyne","5629"
"510","Spain","724","ESP","ES","73","Sergio","","Le\u00f3n Limones","684","1989-01-06","178","FW","FWD","Forward","Spain","724","ESP","ES","5268","right","Sergio Le\u00f3n",NA
"511","Spain","724","ESP","ES","73","Mikel","","Rico Moreno","678","1984-11-04","178","MD","MID","Midfielder","Spain","724","ESP","ES","5290","right","Mikel Rico",NA
"512","Italy","380","ITA","IT","82","Odion Jude","","Ighalo","9138","1989-06-16","181","FW","FWD","Forward","Nigeria","566","NGA","NG","5295","right","O. Ighalo","16823"
"513","Brazil","76","BRA","BR","70","Guilherme","","Costa Marques","3219","1991-05-21","170","MD","MID","Midfielder","Brazil","76","BRA","BR","70834","left","Guilherme",NA
"514","Ghana","288","GHA","GH","74","Daniel Tawiah","","Opare","2481","1990-10-18","175","DF","DEF","Defender","Ghana","288","GHA","GH","38079","right","D. Opare","17522"
"515","Italy","380","ITA","IT","90","Felipe","","Trevizan Martins","2455","1987-05-15","193","DF","DEF","Defender","Brazil","76","BRA","BR","38082","left","Felipe",NA
"516","Iceland","352","ISL","IS","75","Birkir","","Bjarnason","1614","1988-05-27","178","MD","MID","Midfielder","Iceland","352","ISL","IS","38084","right","B. Bjarnason","7839"
"517","Germany","276","DEU","DE","72","Ihlas","","Bebou","2455","1994-04-23","183","FW","FWD","Forward","Togo","764","TGO","TG","224801","right","I. Bebou","18374"
"518","Congo DR","180","COD","CD","78","Michy","","Batshuayi Tunga","674","1993-10-02","185","FW","FWD","Forward","Belgium","56","BEL","BE","38093","right","M. Batshuayi","5629"
"519","Nigeria","566","NGA","NG","65","Imoh","","Ezekiel","714","1993-10-24","178","FW","FWD","Forward","Nigeria","566","NGA","NG","38094","right","I. Ezekiel",NA
"520","Togo","764","TGO","TG","79","Serge","","Gakp\u00e9",NA,"1987-05-07","177","FW","FWD","Forward","France","250","FRA","FR","38095","right","S. Gakp\u00e9",NA
"521","Russia","643","RUS","RU","85","Ilya","","Kutepov","13888","1993-07-29","192","DF","DEF","Defender","Russia","643","RUS","RU","103668","right","I. Kutepov","14358"
"522","Russia","643","RUS","RU","72","Roman","","Zobnin","13888","1994-02-11","182","MD","MID","Midfielder","Russia","643","RUS","RU","103682","right","R. Zobnin","14358"
"523","Spain","724","ESP","ES","69","Antonio","","Garc\u00eda Aranda","695","1989-11-07","179","DF","DEF","Defender","Spain","724","ESP","ES","5383","left","To\u00f1o",NA
"524","Spain","724","ESP","ES","75","Gerard","","Moreno Balaguero","691","1992-04-07","180","FW","FWD","Forward","Spain","724","ESP","ES","5400","left","Gerard Moreno",NA
"525","Cape Verde Islands","132","CPV","CV","84","R\u00faben Afonso","","Borges Semedo","682","1994-04-04","189","DF","DEF","Defender","Portugal","620","PRT","PT","70956","right","R\u00faben Semedo",NA
"526","Portugal","620","PRT","PT","68","Edgar Miguel","","I\u00e9","3776","1994-05-01","178","DF","DEF","Defender","Guinea-Bissau","624","GNB","GW","70959","right","Edgar I\u00e9",NA
"527","Angola","24","AGO","AO","67","Jo\u00e3o M\u00e1rio","","Naval da Costa Eduardo ","3161","1993-01-19","173","MD","MID","Midfielder","Portugal","620","PRT","PT","70965","right","Jo\u00e3o M\u00e1rio","9905"
"528","Japan","392","JPN","JP","72","Daichi","","Kamada","2462","1996-08-05","180","MD","MID","Midfielder","Japan","392","JPN","JP","365880","right","D. Kamada",NA
"529","Portugal","620","PRT","PT","64","Iuri Jos\u00e9 ","","Pican\u00e7o Medeiros","3193","1994-07-10","174","FW","FWD","Forward","Portugal","620","PRT","PT","70974","left","Iuri Medeiros",NA
